订单号,支付时间,商品ID,商品名称,商家编码-SKU维度,商家编码-商品维度,商品规格,商品数量(件),商品单价(元),商品总价(元),订单金额(元),优惠金额(元),商家实收金额(元),订单状态,省份,城市,收货人姓名,收货人手机,收货地址,退款金额(元),退款原因,退款状态,支付方式,快递公司,快递单号,是否预售,运费(元),商品类目,百亿补贴
2605000109,2026-04-12 04:47:08,PD00001,夏季冰丝凉席三件套,SKU003,SP00001,1.5m床-蓝色,1,57.07,57.07,57.07,7.65,49.42,已完成,湖南省,长沙,用户423,13872013927,长沙区测试路269号,0,,,微信支付,中通快递,YT33845067199,否,0,家居生活,否
2605000359,2026-04-12 06:20:14,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,4,37.21,148.84,148.84,38.74,110.10,已退款,江苏省,南京,用户29,13826032819,南京区测试路288号,44.39,收到商品破损,退款成功,支付宝,圆通速递,YT49853758848,否,0,食品生鲜,否
2605000183,2026-04-12 07:58:03,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,5,78.26,391.30,391.30,94.46,296.84,已签收,浙江省,杭州,用户127,13879473332,杭州区测试路96号,0,,,花呗分期,顺丰速运,YT70747375668,否,0,家居生活,否
2605000316,2026-04-12 10:58:23,PD00006,女士防晒衣轻薄透气,SKU013,SP00006,M码-浅蓝,4,75.69,302.76,302.76,25.23,277.53,待发货,辽宁省,辽宁省,用户91,13890402128,辽宁省区测试路45号,0,,,花呗分期,极兔速递,YT31400907677,否,0,服饰内衣,否
2605000374,2026-04-12 14:00:11,PD00001,夏季冰丝凉席三件套,SKU003,SP00001,1.5m床-蓝色,1,43.99,43.99,43.99,11.04,32.95,待发货,山东省,青岛,用户250,13815355073,青岛区测试路164号,0,,,支付宝,韵达快递,YT63895499875,否,0,家居生活,否
2605000138,2026-04-12 18:02:31,PD00005,男士运动休闲鞋透气款,SKU012,SP00005,41码-白色,5,107.64,538.20,538.20,126.01,412.19,已退款,江苏省,南京,用户436,13832791391,南京区测试路97号,411.37,发错货/漏发,退款成功,花呗分期,申通快递,YT52831095916,否,0,运动户外,否
2605000051,2026-04-12 23:54:33,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,1,51.05,51.05,51.05,11.09,39.96,已发货,广东省,广州,用户724,13876784457,广州区测试路10号,0,,,支付宝,申通快递,YT88153032492,否,0,食品生鲜,否
2605000162,2026-04-13 00:35:02,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,2,56.89,113.78,113.78,11.29,102.49,已付款,湖北省,武汉,用户246,13815912169,武汉区测试路113号,0,,,花呗分期,圆通速递,YT97817073016,否,0,家居生活,是
2605000114,2026-04-13 05:46:00,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,4,66.46,265.84,265.84,62.19,203.65,待发货,四川省,成都,用户820,13829440778,成都区测试路14号,0,,,微信支付,极兔速递,YT68396338865,否,0,服饰内衣,否
2605000002,2026-04-13 06:39:57,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,2,43.94,87.88,87.88,8.29,79.59,已发货,云南省,云南省,用户397,13852435796,云南省区测试路245号,79.25,七天无理由退货,退款成功,支付宝,顺丰速运,YT93987311361,否,0,食品生鲜,否
2605000110,2026-04-13 07:01:14,PD00002,无线蓝牙耳机Pro版,SKU004,SP00002,黑色标准版,4,125.37,501.48,501.48,89.81,411.67,已完成,山东省,青岛,用户210,13830679093,青岛区测试路196号,0,,,花呗分期,极兔速递,YT31212111666,否,0,数码电器,否
2605000422,2026-04-13 07:34:40,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,5,66.99,334.95,334.95,85.78,249.17,已付款,上海市,上海市,用户603,13850818964,上海市区测试路280号,0,,,花呗分期,中通快递,YT23513086118,否,0,家居生活,否
2605000157,2026-04-13 09:00:46,PD00008,桌面手机支架可折叠,SKU017,SP00008,基础款-黑色,5,14.76,73.80,73.80,10.17,63.63,已发货,上海市,上海市,用户403,13825822743,上海市区测试路74号,0,,,支付宝,申通快递,YT19103696717,是,0,数码电器,否
2605000058,2026-04-13 15:02:05,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,2,206.21,412.42,412.42,68.89,343.53,已付款,辽宁省,辽宁省,用户48,13816565758,辽宁省区测试路215号,0,,,支付宝,圆通速递,YT65268635175,否,0,数码电器,否
2605000215,2026-04-13 17:09:30,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,5,58.17,290.85,290.85,20.25,270.60,已完成,重庆市,重庆市,用户939,13855273981,重庆市区测试路229号,0,,,微信支付,圆通速递,YT83582655264,否,0,家居生活,否
2605000410,2026-04-13 18:25:43,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,4,24.41,97.64,97.64,17.79,79.85,已完成,湖北省,武汉,用户65,13861801880,武汉区测试路63号,0,,,微信支付,中通快递,YT38813588559,否,0,数码电器,否
2605000064,2026-04-13 20:00:20,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,4,55.90,223.60,223.60,4.95,218.65,已签收,山东省,青岛,用户658,13824809418,青岛区测试路187号,0,,,花呗分期,申通快递,YT84341485972,否,0,家居生活,否
2605000018,2026-04-14 02:41:11,PD00001,夏季冰丝凉席三件套,SKU002,SP00001,1.8m床-灰色,1,125.75,125.75,125.75,29.29,96.46,已完成,安徽省,合肥,用户122,13861949680,合肥区测试路160号,0,,,微信支付,申通快递,YT58277907207,否,0,家居生活,否
2605000216,2026-04-14 13:42:34,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,5,25.31,126.55,126.55,4.85,121.70,已签收,江西省,江西省,用户343,13871948894,江西省区测试路233号,0,,,微信支付,圆通速递,YT19744414796,否,0,数码电器,否
2605000010,2026-04-14 13:49:37,PD00003,儿童益智积木拼装玩具,SKU007,SP00003,大颗粒200粒,1,85.96,85.96,85.96,25.35,60.61,已签收,湖北省,武汉,用户263,13829260361,武汉区测试路23号,0,,,支付宝,韵达快递,YT11829344278,否,0,母婴玩具,是
2605000073,2026-04-15 07:19:11,PD00001,夏季冰丝凉席三件套,SKU003,SP00001,1.5m床-蓝色,4,95.18,380.72,380.72,63.77,316.95,已完成,湖北省,武汉,用户378,13870598128,武汉区测试路50号,0,,,支付宝,顺丰速运,YT42626407407,否,0,家居生活,否
2605000228,2026-04-15 23:00:40,PD00005,男士运动休闲鞋透气款,SKU010,SP00005,39码-黑色,3,128.85,386.55,386.55,53.58,332.97,待发货,广西,广西,用户463,13817388989,广西区测试路274号,0,,,微信支付,顺丰速运,YT49164250273,否,0,运动户外,否
2605000169,2026-04-16 01:16:12,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,1,34.79,34.79,34.79,0.48,34.31,已退款,重庆市,重庆市,用户27,13815832196,重庆市区测试路7号,16.45,七天无理由退货,退款成功,支付宝,极兔速递,YT81940630243,否,0,食品生鲜,否
2605000394,2026-04-16 02:13:41,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,3,38.44,115.32,115.32,11.78,103.54,已付款,云南省,云南省,用户653,13842097632,云南省区测试路10号,0,,,微信支付,顺丰速运,YT22543690161,否,0,服饰内衣,否
2605000219,2026-04-16 04:17:18,PD00002,无线蓝牙耳机Pro版,SKU004,SP00002,黑色标准版,3,142.46,427.38,427.38,37.09,390.29,待发货,安徽省,合肥,用户948,13881827867,合肥区测试路226号,0,,,微信支付,中通快递,YT20503736317,否,0,数码电器,否
2605000191,2026-04-16 08:25:40,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,4,58.08,232.32,232.32,24.07,208.25,待发货,四川省,成都,用户944,13894766223,成都区测试路229号,0,,,花呗分期,申通快递,YT97537265953,否,0,食品生鲜,否
2605000052,2026-04-16 10:28:29,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,5,214.13,1070.65,1070.65,121.02,949.63,已签收,广东省,广州,用户450,13892029332,广州区测试路73号,0,,,微信支付,韵达快递,YT37648695870,否,0,数码电器,否
2605000054,2026-04-16 11:32:12,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,3,66.14,198.42,198.42,24.82,173.60,待发货,上海市,上海市,用户138,13869433811,上海市区测试路10号,0,,,花呗分期,极兔速递,YT12353898640,否,0,家居生活,否
2605000036,2026-04-16 15:14:39,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,3,49.10,147.30,147.30,5.19,142.11,已发货,河北省,河北省,用户223,13865861755,河北省区测试路64号,0,,,微信支付,中通快递,YT48103944079,否,0,食品生鲜,否
2605000404,2026-04-16 16:09:03,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,5,183.88,919.40,919.40,12.75,906.65,已退款,云南省,云南省,用户839,13838068003,云南省区测试路137号,635.64,发错货/漏发,退款成功,微信支付,顺丰速运,YT86330821887,是,0,数码电器,否
2605000290,2026-04-16 19:50:44,PD00008,桌面手机支架可折叠,SKU017,SP00008,基础款-黑色,5,16.59,82.95,82.95,1.56,81.39,已发货,四川省,成都,用户659,13848172313,成都区测试路294号,0,,,支付宝,中通快递,YT68159885329,否,0,数码电器,否
2605000205,2026-04-17 04:58:50,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,5,37.78,188.90,188.90,0.40,188.50,已发货,重庆市,重庆市,用户897,13811849524,重庆市区测试路145号,0,,,支付宝,韵达快递,YT64368200341,否,0,家居生活,是
2605000296,2026-04-17 09:16:48,PD00005,男士运动休闲鞋透气款,SKU010,SP00005,39码-黑色,3,111.73,335.19,335.19,44.46,290.73,待发货,浙江省,杭州,用户791,13829330242,杭州区测试路207号,0,,,花呗分期,极兔速递,YT28507104487,否,0,运动户外,否
2605000387,2026-04-17 09:57:15,PD00006,女士防晒衣轻薄透气,SKU013,SP00006,M码-浅蓝,2,85.74,171.48,171.48,29.48,142.00,已付款,上海市,上海市,用户669,13812759713,上海市区测试路53号,0,,,微信支付,顺丰速运,YT39903496041,否,0,服饰内衣,否
2605000141,2026-04-17 15:04:33,PD00005,男士运动休闲鞋透气款,SKU010,SP00005,39码-黑色,4,145.92,583.68,583.68,155.29,428.39,已退款,辽宁省,辽宁省,用户191,13849516242,辽宁省区测试路211号,393.01,物流太慢,退款成功,微信支付,中通快递,YT11266679797,否,0,运动户外,否
2605000236,2026-04-17 18:29:22,PD00008,桌面手机支架可折叠,SKU017,SP00008,基础款-黑色,3,17.46,52.38,52.38,8.87,43.51,已发货,北京市,北京市,用户346,13889664815,北京市区测试路272号,0,,,花呗分期,圆通速递,YT57759823717,否,0,数码电器,否
2605000130,2026-04-17 19:43:34,PD00005,男士运动休闲鞋透气款,SKU010,SP00005,39码-黑色,5,117.48,587.40,587.40,74.32,513.08,已完成,北京市,北京市,用户78,13819210036,北京市区测试路13号,432.38,商品与描述不符,退款成功,花呗分期,申通快递,YT90363958078,否,0,运动户外,否
2605000323,2026-04-17 21:25:12,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,5,49.64,248.20,248.20,57.89,190.31,已完成,福建省,厦门,用户515,13880226062,厦门区测试路266号,0,,,支付宝,中通快递,YT41870405764,否,0,服饰内衣,否
2605000184,2026-04-17 21:53:03,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,4,24.76,99.04,99.04,22.02,77.02,已付款,广西,广西,用户409,13859350456,广西区测试路143号,0,,,微信支付,顺丰速运,YT96514439503,否,0,食品生鲜,否
2605000014,2026-04-18 00:16:59,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,1,224.09,224.09,224.09,23.91,200.18,已完成,湖南省,长沙,用户439,13868074772,长沙区测试路110号,0,,,花呗分期,顺丰速运,YT93475029912,否,0,数码电器,否
2605000186,2026-04-18 01:40:36,PD00003,儿童益智积木拼装玩具,SKU007,SP00003,大颗粒200粒,3,55.38,166.14,166.14,11.06,155.08,已发货,湖北省,武汉,用户601,13863978701,武汉区测试路204号,0,,,支付宝,圆通速递,YT70094421930,否,0,母婴玩具,否
2605000112,2026-04-18 04:42:31,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,4,24.22,96.88,96.88,6.33,90.55,已付款,云南省,云南省,用户543,13829651475,云南省区测试路60号,0,,,支付宝,圆通速递,YT41790826201,否,0,数码电器,是
2605000098,2026-04-18 09:04:06,PD00001,夏季冰丝凉席三件套,SKU001,SP00001,1.5m床-灰色,3,107.11,321.33,321.33,92.35,228.98,已发货,上海市,上海市,用户998,13888948987,上海市区测试路21号,0,,,微信支付,中通快递,YT18502625966,否,0,家居生活,否
2605000028,2026-04-18 14:37:48,PD00006,女士防晒衣轻薄透气,SKU013,SP00006,M码-浅蓝,5,42.41,212.05,212.05,52.94,159.11,已付款,天津市,天津市,用户960,13869711761,天津市区测试路175号,0,,,微信支付,顺丰速运,YT27537696775,否,0,服饰内衣,是
2605000158,2026-04-18 20:35:07,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,1,53.62,53.62,53.62,4.45,49.17,已完成,江西省,江西省,用户320,13832959484,江西省区测试路109号,24.03,商品与描述不符,退款成功,支付宝,顺丰速运,YT42912235007,否,0,家居生活,否
2605000354,2026-04-18 20:50:28,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,2,71.39,142.78,142.78,30.08,112.70,已发货,安徽省,合肥,用户181,13826850897,合肥区测试路40号,0,,,支付宝,顺丰速运,YT24116456399,否,0,家居生活,是
2605000063,2026-04-18 22:18:35,PD00002,无线蓝牙耳机Pro版,SKU004,SP00002,黑色标准版,4,147.54,590.16,590.16,100.38,489.78,已退款,山东省,青岛,用户450,13822480434,青岛区测试路254号,361.32,收到商品破损,退款成功,微信支付,圆通速递,YT29263196401,否,0,数码电器,否
2605000267,2026-04-18 23:27:53,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,2,45.69,91.38,91.38,17.59,73.79,已付款,山东省,青岛,用户389,13829358883,青岛区测试路72号,0,,,支付宝,中通快递,YT82881741130,否,0,家居生活,否
2605000328,2026-04-18 23:35:05,PD00003,儿童益智积木拼装玩具,SKU006,SP00003,大颗粒100粒,2,36.45,72.90,72.90,1.14,71.76,待发货,湖北省,武汉,用户671,13827196141,武汉区测试路128号,0,,,微信支付,中通快递,YT25268745685,是,0,母婴玩具,否
2605000077,2026-04-19 00:07:46,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,5,18.51,92.55,92.55,5.58,86.97,已签收,陕西省,陕西省,用户415,13898084423,陕西省区测试路165号,0,,,花呗分期,申通快递,YT68517998646,否,0,数码电器,是
2605000272,2026-04-19 01:46:38,PD00003,儿童益智积木拼装玩具,SKU007,SP00003,大颗粒200粒,5,56.87,284.35,284.35,74.07,210.28,已签收,山东省,青岛,用户590,13883716179,青岛区测试路1号,0,,,微信支付,韵达快递,YT52395577494,是,0,母婴玩具,否
2605000048,2026-04-19 05:05:58,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,4,63.61,254.44,254.44,36.48,217.96,已发货,江苏省,南京,用户346,13892868588,南京区测试路291号,0,,,微信支付,极兔速递,YT12552495269,否,0,家居生活,否
2605000380,2026-04-19 08:13:14,PD00008,桌面手机支架可折叠,SKU018,SP00008,升级款-银色,4,13.39,53.56,53.56,5.52,48.04,已签收,上海市,上海市,用户613,13833382778,上海市区测试路268号,0,,,微信支付,韵达快递,YT11288879270,否,0,数码电器,否
2605000193,2026-04-19 08:14:21,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,3,33.19,99.57,99.57,26.54,73.03,已退款,北京市,北京市,用户977,13847643063,北京市区测试路34号,72.44,不喜欢/效果不好,退款成功,支付宝,韵达快递,YT70183002773,是,0,食品生鲜,否
2605000409,2026-04-19 09:14:29,PD00005,男士运动休闲鞋透气款,SKU012,SP00005,41码-白色,4,81.85,327.40,327.40,57.56,269.84,待发货,上海市,上海市,用户719,13849371466,上海市区测试路165号,0,,,支付宝,圆通速递,YT21078378143,否,0,运动户外,否
2605000300,2026-04-19 09:29:00,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,3,30.64,91.92,91.92,17.34,74.58,已完成,广西,广西,用户195,13836566695,广西区测试路272号,46.04,商品与描述不符,退款成功,微信支付,申通快递,YT26606291223,是,0,食品生鲜,是
2605000168,2026-04-19 16:28:28,PD00006,女士防晒衣轻薄透气,SKU013,SP00006,M码-浅蓝,2,68.97,137.94,137.94,36.10,101.84,已完成,广东省,广州,用户356,13898519622,广州区测试路52号,0,,,花呗分期,顺丰速运,YT26256271100,否,0,服饰内衣,是
2605000266,2026-04-19 19:03:45,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,5,37.51,187.55,187.55,43.04,144.51,已退款,北京市,北京市,用户44,13849610248,北京市区测试路232号,85.83,商品与描述不符,退款成功,花呗分期,中通快递,YT11318745072,否,0,食品生鲜,否
2605000101,2026-04-19 21:56:08,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,5,45.36,226.80,226.80,40.01,186.79,已发货,广东省,广州,用户37,13846357035,广州区测试路289号,0,,,花呗分期,圆通速递,YT78273080724,否,0,家居生活,否
2605000092,2026-04-19 22:42:24,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,5,33.51,167.55,167.55,17.34,150.21,待发货,安徽省,合肥,用户315,13883556856,合肥区测试路142号,0,,,支付宝,极兔速递,YT33612911093,是,0,食品生鲜,否
2605000179,2026-04-20 00:39:12,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,4,67.35,269.40,269.40,17.53,251.87,已完成,河北省,河北省,用户451,13830031782,河北省区测试路110号,0,,,微信支付,圆通速递,YT50462078009,是,0,家居生活,否
2605000190,2026-04-20 02:35:17,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,4,53.54,214.16,214.16,64.24,149.92,已完成,重庆市,重庆市,用户67,13834503482,重庆市区测试路110号,0,,,支付宝,顺丰速运,YT69841527842,否,0,家居生活,否
2605000341,2026-04-20 04:33:53,PD00005,男士运动休闲鞋透气款,SKU010,SP00005,39码-黑色,3,132.21,396.63,396.63,101.33,295.30,待发货,辽宁省,辽宁省,用户808,13859244323,辽宁省区测试路300号,0,,,花呗分期,顺丰速运,YT87950883527,否,0,运动户外,否
2605000334,2026-04-20 05:32:14,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,3,71.45,214.35,214.35,13.21,201.14,已完成,陕西省,陕西省,用户661,13828854702,陕西省区测试路208号,0,,,微信支付,极兔速递,YT97656791104,否,0,家居生活,否
2605000083,2026-04-20 07:52:45,PD00005,男士运动休闲鞋透气款,SKU010,SP00005,39码-黑色,4,151.45,605.80,605.80,134.11,471.69,已发货,四川省,成都,用户625,13841068683,成都区测试路7号,0,,,支付宝,中通快递,YT76786801463,否,0,运动户外,否
2605000116,2026-04-20 14:24:54,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,1,65.30,65.30,65.30,2.57,62.73,已完成,山东省,青岛,用户870,13827232762,青岛区测试路227号,0,,,微信支付,中通快递,YT38859928443,否,0,食品生鲜,否
2605000020,2026-04-20 21:05:42,PD00004,不锈钢保温杯大容量,SKU008,SP00004,500ml-黑色,1,27.79,27.79,27.79,7.47,20.32,已发货,广西,广西,用户568,13869332057,广西区测试路75号,0,,,花呗分期,圆通速递,YT44425344424,否,0,家居生活,否
2605000001,2026-04-21 00:17:12,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,4,84.61,338.44,338.44,80.24,258.20,待发货,天津市,天津市,用户274,13863061517,天津市区测试路251号,0,,,花呗分期,申通快递,YT56370029441,否,0,服饰内衣,否
2605000122,2026-04-21 00:32:53,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,5,22.52,112.60,112.60,13.31,99.29,已签收,天津市,天津市,用户464,13831347579,天津市区测试路149号,0,,,花呗分期,韵达快递,YT83146844230,否,0,食品生鲜,否
2605000375,2026-04-21 03:18:04,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,2,35.77,71.54,71.54,10.20,61.34,待发货,江西省,江西省,用户690,13882636617,江西省区测试路5号,0,,,花呗分期,顺丰速运,YT21824811882,否,0,食品生鲜,否
2605000419,2026-04-21 04:39:40,PD00001,夏季冰丝凉席三件套,SKU003,SP00001,1.5m床-蓝色,1,57.70,57.70,57.70,13.48,44.22,已完成,河北省,河北省,用户597,13848050872,河北省区测试路123号,0,,,微信支付,中通快递,YT99162195086,否,0,家居生活,是
2605000363,2026-04-21 16:55:17,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,5,137.31,686.55,686.55,28.98,657.57,已发货,山东省,青岛,用户310,13864348395,青岛区测试路295号,0,,,支付宝,极兔速递,YT86191368879,否,0,数码电器,否
2605000012,2026-04-21 21:08:49,PD00004,不锈钢保温杯大容量,SKU009,SP00004,800ml-银色,4,63.15,252.60,252.60,2.15,250.45,已签收,河北省,河北省,用户373,13815416394,河北省区测试路43号,0,,,花呗分期,中通快递,YT87552353057,否,0,家居生活,否
2605000253,2026-04-22 03:30:17,PD00001,夏季冰丝凉席三件套,SKU001,SP00001,1.5m床-灰色,3,96.15,288.45,288.45,34.78,253.67,已退款,四川省,成都,用户586,13819355134,成都区测试路104号,194.60,发错货/漏发,退款成功,微信支付,申通快递,YT21249577444,否,0,家居生活,否
2605000227,2026-04-22 03:55:53,PD00008,桌面手机支架可折叠,SKU017,SP00008,基础款-黑色,3,18.20,54.60,54.60,12.47,42.13,已完成,湖北省,武汉,用户891,13822679071,武汉区测试路56号,0,,,支付宝,极兔速递,YT56568331029,否,0,数码电器,否
2605000038,2026-04-22 05:02:57,PD00005,男士运动休闲鞋透气款,SKU012,SP00005,41码-白色,4,154.00,616.00,616.00,23.17,592.83,已完成,云南省,云南省,用户676,13878226391,云南省区测试路115号,0,,,花呗分期,申通快递,YT37075925960,否,0,运动户外,否
2605000050,2026-04-22 08:13:24,PD00001,夏季冰丝凉席三件套,SKU002,SP00001,1.8m床-灰色,1,98.77,98.77,98.77,7.96,90.81,已退款,湖北省,武汉,用户39,13872865785,武汉区测试路223号,77.67,不喜欢/效果不好,退款成功,支付宝,韵达快递,YT75264490339,是,0,家居生活,否
2605000284,2026-04-22 18:06:08,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,2,86.96,173.92,173.92,30.86,143.06,已完成,上海市,上海市,用户131,13880750556,上海市区测试路31号,0,,,支付宝,申通快递,YT17353181478,否,0,服饰内衣,否
2605000291,2026-04-22 21:04:57,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,1,78.16,78.16,78.16,14.88,63.28,已付款,山东省,青岛,用户640,13816376010,青岛区测试路108号,0,,,支付宝,极兔速递,YT57104419058,否,0,食品生鲜,否
2605000295,2026-04-22 22:14:13,PD00006,女士防晒衣轻薄透气,SKU014,SP00006,L码-粉色,2,43.68,87.36,87.36,17.70,69.66,已发货,云南省,云南省,用户555,13874193329,云南省区测试路47号,0,,,花呗分期,韵达快递,YT33715326136,否,0,服饰内衣,否
2605000412,2026-04-23 03:44:23,PD00001,夏季冰丝凉席三件套,SKU001,SP00001,1.5m床-灰色,2,62.33,124.66,124.66,35.14,89.52,已退款,天津市,天津市,用户591,13840888679,天津市区测试路231号,69.83,商品与描述不符,退款成功,微信支付,极兔速递,YT26531425451,否,0,家居生活,否
2605000261,2026-04-23 03:53:44,PD00003,儿童益智积木拼装玩具,SKU007,SP00003,大颗粒200粒,5,86.44,432.20,432.20,56.43,375.77,已退款,重庆市,重庆市,用户871,13889104379,重庆市区测试路292号,341.09,商品与描述不符,退款成功,花呗分期,中通快递,YT21566850078,否,0,母婴玩具,否
2605000033,2026-04-23 04:09:39,PD00001,夏季冰丝凉席三件套,SKU001,SP00001,1.5m床-灰色,2,79.70,159.40,159.40,34.95,124.45,已退款,江西省,江西省,用户640,13859444190,江西省区测试路81号,100.71,不喜欢/效果不好,退款成功,花呗分期,圆通速递,YT81625145438,否,0,家居生活,否
2605000023,2026-04-23 07:33:27,PD00008,桌面手机支架可折叠,SKU017,SP00008,基础款-黑色,5,14.43,72.15,72.15,4.77,67.38,已发货,北京市,北京市,用户326,13866634505,北京市区测试路60号,0,,,花呗分期,中通快递,YT42443770472,否,0,数码电器,是
2605000343,2026-04-23 13:49:48,PD00002,无线蓝牙耳机Pro版,SKU005,SP00002,白色降噪版,1,241.15,241.15,241.15,18.88,222.27,已付款,辽宁省,辽宁省,用户571,13847960844,辽宁省区测试路22号,0,,,花呗分期,顺丰速运,YT78807670294,否,0,数码电器,否
2605000246,2026-04-23 16:41:29,PD00007,有机红枣夹核桃500g,SKU015,SP00007,500g袋装,2,29.31,58.62,58.62,13.98,44.64,已完成,上海市,上海市,用户735,13897839257,上海市区测试路117号,0,,,微信支付,极兔速递,YT24116772674,否,0,食品生鲜,否
2605000031,2026-04-23 19:07:01,PD00006,女士防晒衣轻薄透气,SKU013,SP00006,M码-浅蓝,5,85.98,429.90,429.90,73.50,356.40,已付款,山东省,青岛,用户908,13858516026,青岛区测试路150号,0,,,微信支付,极兔速递,YT86980730543,否,0,服饰内衣,否
2605000393,2026-04-23 21:05:28,PD00003,儿童益智积木拼装玩具,SKU006,SP00003,大颗粒100粒,2,57.01,114.02,114.02,0.09,113.93,已发货,湖南省,长沙,用户67,13889375024,长沙区测试路277号,0,,,花呗分期,极兔速递,YT69023820136,是,0,母婴玩具,否
2605000016,2026-04-23 22:29:00,PD00006,女士防晒衣轻薄透气,SKU013,SP00006,M码-浅蓝,2,51.77,103.54,103.54,11.68,91.86,待发货,江西省,江西省,用户122,13850198904,江西省区测试路175号,0,,,花呗分期,极兔速递,YT39157998044,否,0,服饰内衣,否
2605000095,2026-04-23 23:01:27,PD00007,有机红枣夹核桃500g,SKU016,SP00007,1000g礼盒,4,48.55,194.20,194.20,8.32,185.88,已发货,云南省,云南省,用户196,13880153010,云南省区测试路16号,0,,,花呗分期,顺丰速运,YT34586698632,否,0,食品生鲜,否
2605000067,2026-04-23 23:59:44,PD00002,无线蓝牙耳机Pro版,SKU004,SP00002,黑色标准版,2,145.74,291.48,291.48,38.97,252.51,已发货,陕西省,陕西省,用户559,13867955698,陕西省区测试路217号,0,,,花呗分期,极兔速递,YT79024555175,否,0,数码电器,否
2605000068,2026-04-24 00:54:36,PD00005,男士运动休闲鞋透气款,SKU012,SP00005,41码-白色,2,136.62,273.24,273.24,20.67,252.57,已发货,江苏省,南京,用户954,13820060745,南京区测试路62号,0,,,花呗分期,中通快递,YT36398479448,否,0,运动户外,是
2605000259,2026-04-24 01:21:34,PD00001,夏季冰丝凉席三件套,SKU001,SP00001,1.5m床-灰色,2,46.57,93.14,93.14,0.18,92.96,已发货,山东省,青岛,用户147,13851155834,青岛区测试路122号,0,,,支付宝,申通快递,YT74751511635,否,0,家居生活,否
2605000248,2026-04-24 02:39:25,PD00001,夏季冰丝凉席三件套,SKU002,SP00001,1.8m床-灰色,2,80.62,161.24,161.24,6.04,155.20,已付款,云南省,云南省,用户56,13859646293,云南省区测试路217号,0,,,花呗分期,极兔速递,YT86258151716,否,0,家居生活,否
2605000137,2026-04-24 03:02:28,PD00006,女士防晒衣轻薄透气,SKU013,SP00006,M码-浅蓝,2,54.13,108.26,108.26,18.52,89.74,已付款,广东省,广州,用户978,13831170715,广州区测试路252号,0,,,支付宝,顺丰速运,YT87759288538,否,0,服饰内衣,否
2605000226,2026-04-24 03:30:52,PD00003,儿童益智积木拼装玩具,SKU006,SP00003,大颗粒100粒,2,46.20,92.40,92.40,7.19,85.21,待发货,云南省,云南省,用户317,13846722251,云南省区测试路78号,0,,,微信支付,顺丰速运,YT71214618853,否,0,母婴玩具,否
