订单号,订单状态,支付时间,发货时间,确认收货时间,订单成交时间,承诺发货时间,商品名称,商品ID,商家编码-商品维度,商家编码-规格维度,商品规格,规格id,规格名称,样式ID,商品一级类目,商品二级类目,商品三级类目,商品四级类目,商品数量(件),商品单价(元),商品总价(元),用户实付金额(元),商家实收金额(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),拼多多优惠券(元),平台技术服务费(元),上门安装费(元),送货入户费(元),送货入户并安装费(元),退款金额(元),退款原因,退款类型,售后状态,省,市,区,街道/镇,收货人,收货人手机,买家留言,商家备注,订单来源,是否直播间成交,是否直播间引导成交,是否门店自提,门店名称,支付方式,是否分期,分期期数,手续费承担方,是否预售,是否顺丰加价,是否抽奖或0元试用,是否社区团购,是否无痕发货,是否节能补贴,快递公司,快递单号,配送状态,集运类型
2705000239,已发货,2026-04-16 09:03:40,2026-04-19 13:50:16,2026-04-20,2026-04-16 20:31:17,2026-04-18,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,2,69.00,138.00,105.18,104.13,0.00,10.37,9.07,6.48,6.90,1.05,0.00,0.00,0.00,0.00,,,,广东省,广州,海淀区,广州市海淀区长安街60号,用户508,15796382122,,,APP-iOS,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,韵达快递,YT44571509175,派送中,
2705000317,已取消,2026-04-16 11:55:26,,,2026-04-16 15:23:12,2026-04-18,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,3,119.00,357.00,337.82,335.79,0.00,7.67,6.71,4.80,0.00,2.03,0.00,0.00,0.00,0.00,,,,山东省,青岛,海淀区,青岛市海淀区长安街124号,用户152,13125469722,,,网页,否,否,否,,支付宝,否,3,,否,否,否,否,否,否,圆通速递,YT19068600504,,
2705000500,已付款,2026-04-16 18:35:18,2026-04-17 19:21:11,2026-04-21,2026-04-16 10:02:22,2026-04-18,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,59.17,58.81,0.00,2.33,2.04,1.46,0.00,0.36,0.00,0.00,0.00,0.00,,,,四川省,成都,武侯区,成都市武侯区南京路170号,用户780,18329294354,,,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT35900149035,运输中,
2705000256,已取消,2026-04-17 03:02:12,,,2026-04-17 03:32:42,2026-04-19,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,35.98,35.76,0.00,1.21,1.06,0.75,0.00,0.22,0.00,0.00,0.00,0.00,,,,江苏省,南京,福田区,南京市福田区中山路163号,用户950,18605792813,,,H5,否,否,否,,微信支付,否,,商家,否,否,否,否,否,否,顺丰速运,YT24788748340,,
2705000379,已取消,2026-04-17 04:18:56,,,2026-04-17 08:34:36,2026-04-19,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,16.22,16.12,0.00,1.47,1.29,0.92,0.00,0.10,0.00,0.00,0.00,0.00,,,,四川省,成都,福田区,成都市福田区解放路164号,用户503,18698787648,,,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT47654728914,,转运
2705000303,待发货,2026-04-17 05:18:16,2026-04-18 22:40:04,2026-04-23,2026-04-17 13:36:49,2026-04-19,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,57.31,56.97,0.00,4.68,4.09,2.92,0.00,0.34,0.00,0.00,0.00,0.00,,,,天津市,天津,天河区,天津市天河区人民路138号,用户103,15687622099,,加急发货,网页,否,否,否,,微信支付,否,6,,否,否,否,否,否,是,韵达快递,YT25941171796,运输中,
2705000451,已完成,2026-04-17 08:24:46,2026-04-19 18:46:26,2026-04-23,2026-04-17 23:37:17,2026-04-19,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,95.63,95.06,0.00,1.35,1.18,0.84,0.00,0.57,0.00,0.00,0.00,0.00,,,,云南省,昆明,朝阳区,昆明市朝阳区建设路222号,用户959,13481421657,,,H5,否,否,否,,微信支付,否,,,否,否,否,否,是,否,邮政快递,YT94620642357,派送中,
2705000423,已签收,2026-04-17 15:44:39,2026-04-17 22:20:41,2026-04-19,2026-04-17 03:34:16,2026-04-19,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,2,99.00,198.00,172.88,171.84,0.00,10.05,8.79,6.28,0.00,1.04,0.00,0.00,0.00,0.00,,,,湖北省,武汉,南山区,武汉市南山区建设路237号,用户225,19379086167,,,H5,否,否,否,,支付宝,否,,,是,否,否,否,否,否,申通快递,YT31810743750,运输中,
2705000369,已签收,2026-04-17 22:48:43,2026-04-19 03:48:21,2026-04-24,2026-04-17 06:02:58,2026-04-19,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,50.05,49.75,0.00,2.40,2.10,1.50,2.95,0.30,0.00,0.00,0.00,0.00,,,,安徽省,合肥,东城区,合肥市东城区中山路288号,用户565,16987710434,,,网页,否,否,否,,花呗分期,否,,,是,否,否,否,否,否,邮政快递,YT71304622333,运输中,
2705000492,已付款,2026-04-18 02:37:31,2026-04-18 17:01:42,2026-04-20,2026-04-18 03:48:00,2026-04-20,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,3,99.00,297.00,270.03,268.41,0.00,10.79,9.44,6.74,0.00,1.62,0.00,0.00,0.00,0.00,,,,陕西省,西安,浦东新区,西安市浦东新区中山路240号,用户486,14888618029,,,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,极兔速递,YT50925419393,运输中,
2705000056,已付款,2026-04-18 03:18:27,2026-04-21 21:46:22,2026-04-24,2026-04-18 15:43:19,2026-04-20,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,183.25,182.15,0.00,17.14,15.00,10.71,11.90,1.10,0.00,0.00,0.00,0.00,,,,河南省,郑州,南山区,郑州市南山区人民路136号,用户933,14142796444,,,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,是,申通快递,YT94750521039,运输中,
2705000186,已发货,2026-04-18 03:26:24,2026-04-21 15:42:56,2026-04-23,2026-04-18 15:53:56,2026-04-20,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,25.07,24.92,0.00,1.93,1.69,1.21,0.00,0.15,0.00,0.00,0.00,0.00,,,,云南省,昆明,锦江区,昆明市锦江区南京路113号,用户705,19429661084,,,H5,否,否,否,,支付宝,否,,买家,否,否,否,否,否,否,极兔速递,YT22273636068,运输中,集运
2705000372,待发货,2026-04-18 05:55:00,2026-04-19 21:33:49,2026-04-21,2026-04-18 11:08:24,2026-04-20,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,121.84,121.11,0.00,6.46,5.66,4.04,0.00,0.73,0.00,0.00,0.00,0.00,,,,重庆市,重庆,东城区,重庆市东城区长安街143号,用户232,17738269208,,,APP-Android,否,否,否,,微信支付,否,,,否,否,否,否,否,是,极兔速递,YT90133456149,已签收,
2705000368,已付款,2026-04-18 06:23:36,2026-04-18 01:49:22,2026-04-23,2026-04-18 17:06:45,2026-04-20,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,94.88,94.31,0.00,1.65,1.44,1.03,0.00,0.57,0.00,0.00,0.00,0.00,,,,湖北省,武汉,武侯区,武汉市武侯区解放路219号,用户211,14288751018,到货前短信通知,,网页,否,否,否,,花呗分期,否,,买家,否,否,否,否,否,否,申通快递,YT42936297910,已签收,
2705000014,待发货,2026-04-18 10:38:23,2026-04-19 02:45:51,2026-04-22,2026-04-18 05:58:04,2026-04-20,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,53.42,53.10,0.00,6.23,5.45,3.90,0.00,0.32,0.00,0.00,0.00,0.00,,,,广西,南宁,西城区,南宁市西城区南京路79号,用户883,16640739470,,,小程序,是,否,否,,多多支付,否,6,,否,否,否,否,否,否,顺丰速运,YT26629435937,派送中,
2705000157,已取消,2026-04-18 11:01:13,,,2026-04-18 20:23:00,2026-04-20,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,3,65.00,195.00,179.48,178.40,0.00,6.21,5.43,3.88,0.00,1.08,0.00,0.00,0.00,0.00,,,,江苏省,南京,海淀区,南京市海淀区解放路271号,用户785,17367400261,,,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,否,申通快递,YT86677861973,,
2705000022,已退款,2026-04-18 12:21:21,2026-04-20 16:10:42,2026-04-24,2026-04-18 19:16:03,2026-04-20,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,2,99.00,198.00,177.52,176.45,0.00,8.19,7.17,5.12,0.00,1.07,0.00,0.00,0.00,103.15,不喜欢/效果不好,仅退款,退货退款,湖北省,武汉,浦东新区,武汉市浦东新区南京路50号,用户301,15790145329,,,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT58495357734,派送中,
2705000309,已取消,2026-04-18 15:26:06,,,2026-04-18 03:48:27,2026-04-20,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,31.72,31.53,0.00,2.91,2.55,1.82,0.00,0.19,0.00,0.00,0.00,0.00,,,,天津市,天津,西城区,天津市西城区南京路24号,用户829,16568201600,,,H5,是,否,否,,微信支付,否,,,是,否,否,否,否,否,圆通速递,YT36044651953,,
2705000219,已完成,2026-04-18 21:12:05,2026-04-20 12:41:44,2026-04-23,2026-04-18 11:50:32,2026-04-20,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,2,129.00,258.00,240.07,238.63,0.00,2.01,1.76,1.26,12.90,1.44,0.00,0.00,0.00,0.00,,,,湖南省,长沙,武侯区,长沙市武侯区长安街86号,用户557,19649846087,,,小程序,否,否,否,,多多支付,否,,,否,否,否,否,否,否,邮政快递,YT58351540110,运输中,
2705000293,已签收,2026-04-19 02:08:49,2026-04-20 07:45:52,2026-04-25,2026-04-19 21:14:05,2026-04-21,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,57.02,56.68,0.00,0.79,0.69,0.50,0.00,0.34,0.00,0.00,0.00,0.00,,,,广西,南宁,朝阳区,南宁市朝阳区解放路167号,用户656,14680966060,,,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT83899497937,运输中,
2705000096,待发货,2026-04-19 05:08:33,2026-04-22 10:19:38,2026-04-28,2026-04-19 16:55:02,2026-04-21,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,77.91,77.44,0.00,4.84,4.23,3.02,0.00,0.47,0.00,0.00,0.00,0.00,,,,上海市,上海,武侯区,上海市武侯区南京路268号,用户215,16466675327,麻烦包装好一点,,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,否,否,邮政快递,YT28534547094,派送中,
2705000128,待发货,2026-04-19 06:30:37,2026-04-22 11:06:37,2026-04-24,2026-04-19 00:18:17,2026-04-21,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,3,29.90,89.70,75.61,75.16,0.00,5.64,4.93,3.52,0.00,0.45,0.00,0.00,0.00,0.00,,,,湖南省,长沙,南山区,长沙市南山区长安街11号,用户270,17938846970,,,H5,否,否,否,,多多支付,否,3,,否,否,否,否,否,否,中通快递,YT85810883906,运输中,
2705000192,已退款,2026-04-19 07:45:28,2026-04-21 03:35:18,2026-04-28,2026-04-19 21:56:53,2026-04-21,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,2,99.00,198.00,168.11,167.10,0.00,11.96,10.46,7.47,0.00,1.01,0.00,0.00,0.00,113.76,物流太慢,退货退款,退款成功,湖南省,长沙,朝阳区,长沙市朝阳区南京路213号,用户145,18707285745,,,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,否,圆通速递,YT75861593048,派送中,
2705000093,已付款,2026-04-19 09:18:41,2026-04-21 08:35:34,2026-04-22,2026-04-19 06:15:01,2026-04-21,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,5,39.00,195.00,173.88,172.84,0.00,8.45,7.39,5.28,0.00,1.04,0.00,0.00,0.00,0.00,,,,安徽省,合肥,东城区,合肥市东城区建设路223号,用户747,17898864732,,,APP-Android,否,否,否,,支付宝,否,,,是,否,否,否,否,否,极兔速递,YT55896257118,运输中,
2705000008,已付款,2026-04-19 10:42:20,2026-04-22 18:02:35,2026-04-26,2026-04-19 20:59:18,2026-04-21,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,3,59.00,177.00,165.22,164.23,0.00,4.71,4.12,2.95,0.00,0.99,0.00,0.00,0.00,0.00,,,,河南省,郑州,南山区,郑州市南山区中山路127号,用户858,13900273884,,,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,韵达快递,YT22362416715,派送中,
2705000389,待发货,2026-04-20 02:21:23,2026-04-21 08:00:57,2026-04-24,2026-04-20 08:49:56,2026-04-22,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,104.53,103.90,0.00,5.79,5.06,3.62,0.00,0.63,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,海淀区,沈阳市海淀区中山路195号,用户854,16304090852,,,APP-iOS,是,否,否,,多多支付,否,6,,否,否,否,否,否,是,申通快递,YT70243867073,运输中,
2705000117,已退款,2026-04-20 04:58:29,2026-04-21 13:12:58,2026-04-24,2026-04-20 22:51:18,2026-04-22,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,31.88,31.69,0.00,2.85,2.49,1.78,0.00,0.19,0.00,0.00,0.00,21.55,物流太慢,退货退款,退款成功,上海市,上海,浦东新区,上海市浦东新区长安街153号,用户332,14197627944,,,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,邮政快递,YT22451796812,运输中,
2705000471,已取消,2026-04-20 11:49:29,,,2026-04-20 05:39:39,2026-04-22,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,56.00,55.66,0.00,3.60,3.15,2.25,0.00,0.34,0.00,0.00,0.00,0.00,,,,浙江省,杭州,武侯区,杭州市武侯区人民路22号,用户927,16369188410,,,小程序,否,否,否,,微信支付,否,,商家,否,否,否,是,否,否,邮政快递,YT53077558215,,
2705000037,已退款,2026-04-20 15:45:58,2026-04-21 09:48:30,2026-04-25,2026-04-20 22:44:35,2026-04-22,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,125.27,124.52,0.00,17.53,15.34,10.96,8.90,0.75,0.00,0.00,0.00,75.88,卖家发错尺码,仅退款,退款成功,陕西省,西安,西城区,西安市西城区长安街254号,用户415,14528908115,,,APP-iOS,是,否,否,,支付宝,否,,商家,否,否,否,否,是,否,邮政快递,YT16358994614,派送中,
2705000067,已取消,2026-04-20 16:16:05,,,2026-04-20 00:18:00,2026-04-22,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,16.99,16.89,0.00,0.77,0.67,0.48,0.99,0.10,0.00,0.00,0.00,0.00,,,,广西,南宁,西城区,南宁市西城区解放路231号,用户780,16996249920,,VIP客户,APP-iOS,否,否,否,,微信支付,否,,,否,否,否,否,否,否,顺丰速运,YT86979137533,,
2705000364,已退款,2026-04-20 17:02:32,2026-04-21 10:09:18,2026-04-27,2026-04-20 23:31:38,2026-04-22,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,5,69.00,345.00,258.04,256.49,0.00,27.88,24.40,17.43,17.25,1.55,0.00,0.00,0.00,213.39,收到商品破损,退货退款,退款成功,天津市,天津,朝阳区,天津市朝阳区人民路42号,用户324,19342361458,,,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,否,邮政快递,YT53118143431,派送中,
2705000265,已付款,2026-04-20 17:19:56,2026-04-20 03:36:26,2026-04-24,2026-04-20 18:30:31,2026-04-22,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,3,65.00,195.00,176.05,174.99,0.00,3.68,3.22,2.30,9.75,1.06,0.00,0.00,0.00,0.00,,,,湖南省,长沙,天河区,长沙市天河区建设路130号,用户153,17683633146,,,APP-Android,是,否,否,,微信支付,否,,,否,否,否,否,否,否,邮政快递,YT52625192698,运输中,
2705000499,已付款,2026-04-20 19:49:22,2026-04-20 10:44:24,2026-04-21,2026-04-20 03:11:52,2026-04-22,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,42.54,42.28,0.00,5.40,4.73,3.38,2.95,0.26,0.00,0.00,0.00,0.00,,,,福建省,厦门,南山区,厦门市南山区中山路8号,用户939,19498162929,,,小程序,否,否,否,,支付宝,否,,买家,是,否,否,否,否,否,邮政快递,YT51527984678,已签收,
2705000036,已付款,2026-04-20 20:19:44,2026-04-22 12:49:52,2026-04-29,2026-04-20 03:14:00,2026-04-22,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,183.72,182.62,0.00,2.11,1.85,1.32,0.00,1.10,0.00,0.00,0.00,0.00,,,,广东省,广州,南山区,广州市南山区中山路56号,用户242,14797323561,请尽快发货,,APP-Android,否,否,否,,支付宝,否,,,是,否,否,否,否,否,申通快递,YT43717899569,派送中,
2705000355,已签收,2026-04-20 20:47:09,2026-04-22 17:48:10,2026-04-24,2026-04-20 18:01:47,2026-04-22,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,3,65.00,195.00,142.82,141.96,0.00,16.97,14.85,10.61,9.75,0.86,0.00,0.00,0.00,0.00,,,,福建省,厦门,海淀区,厦门市海淀区南京路300号,用户704,18209502297,,,H5,否,否,否,,多多支付,否,,,否,否,否,否,否,否,中通快递,YT28571069238,运输中,集运
2705000506,已取消,2026-04-20 21:53:19,,,2026-04-20 19:16:39,2026-04-22,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,5,99.00,495.00,456.56,453.82,0.00,5.48,4.79,3.42,24.75,2.74,0.00,0.00,0.00,0.00,,,,陕西省,西安,锦江区,西安市锦江区中山路95号,用户516,17268770588,,,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,是,顺丰速运,YT98295419241,,
2705000393,已发货,2026-04-20 22:54:48,2026-04-21 18:34:21,2026-04-25,2026-04-20 02:25:24,2026-04-22,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,31.00,30.81,0.00,3.20,2.80,2.00,0.00,0.19,0.00,0.00,0.00,0.00,,,,四川省,成都,锦江区,成都市锦江区解放路84号,用户200,16854677309,麻烦包装好一点,,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,否,否,圆通速递,YT49949810722,派送中,
2705000196,已发货,2026-04-21 03:01:52,2026-04-24 23:17:10,2026-04-28,2026-04-21 07:07:11,2026-04-23,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,16.97,16.87,0.00,1.17,1.03,0.73,0.00,0.10,0.00,0.00,0.00,0.00,,,,广西,南宁,天河区,南宁市天河区人民路223号,用户973,14975495791,,,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,是,韵达快递,YT73949522449,派送中,集运
2705000519,已签收,2026-04-21 05:48:53,2026-04-22 04:38:45,2026-04-28,2026-04-21 12:44:20,2026-04-23,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,45.00,45.00,40.83,40.59,0.00,1.67,1.46,1.04,0.00,0.24,33.93,0.00,0.00,0.00,,,,福建省,厦门,天河区,厦门市天河区人民路119号,用户905,14793184453,,加急发货,APP-Android,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT56619703852,派送中,
2705000005,已签收,2026-04-21 06:17:46,2026-04-21 00:00:10,2026-04-22,2026-04-21 06:13:29,2026-04-23,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,57.19,56.85,0.00,4.73,4.13,2.95,0.00,0.34,0.00,0.00,0.00,0.00,,,换货,云南省,昆明,东城区,昆明市东城区中山路267号,用户447,13595039753,到货前短信通知,,网页,否,否,否,,微信支付,否,,,否,否,否,否,是,是,极兔速递,YT58551546322,运输中,
2705000408,已完成,2026-04-21 10:56:54,2026-04-23 18:12:42,2026-04-28,2026-04-21 20:38:17,2026-04-23,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,155.72,154.79,0.00,13.31,11.65,8.32,0.00,0.93,0.00,0.00,0.00,0.00,,,,云南省,昆明,锦江区,昆明市锦江区长安街128号,用户721,19971071158,到货前短信通知,,APP-iOS,否,否,否,,微信支付,否,6,商家,否,否,否,否,否,否,极兔速递,YT82989446773,运输中,
2705000300,已完成,2026-04-21 11:02:58,2026-04-24 23:16:08,2026-04-29,2026-04-21 21:08:06,2026-04-23,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,3,109.00,327.00,248.27,246.78,0.00,31.49,27.56,19.68,0.00,1.49,0.00,0.00,0.00,0.00,,,,浙江省,杭州,西城区,杭州市西城区解放路184号,用户555,13740802716,,,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,否,圆通速递,YT87276203619,运输中,
2705000324,已退款,2026-04-21 14:35:34,2026-04-24 03:16:16,2026-04-30,2026-04-21 23:06:32,2026-04-23,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,72.67,72.23,0.00,5.13,4.49,3.21,4.50,0.44,0.00,0.00,0.00,53.11,发错货/漏发,仅退款,退款成功,广东省,广州,海淀区,广州市海淀区南京路130号,用户301,19928167668,,,H5,否,否,否,,花呗分期,否,6,,否,否,否,否,否,否,圆通速递,YT90426052995,运输中,
2705000090,已付款,2026-04-21 18:58:12,2026-04-23 13:31:04,2026-04-25,2026-04-21 13:45:54,2026-04-23,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,19.30,19.18,0.00,0.24,0.21,0.15,0.00,0.12,0.00,0.00,0.00,10.74,质量问题,仅退款,退款成功,天津市,天津,武侯区,天津市武侯区长安街78号,用户131,17690136326,,,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,否,圆通速递,YT43878363934,派送中,
2705000223,已付款,2026-04-21 19:36:48,2026-04-22 14:34:23,2026-04-23,2026-04-21 15:53:42,2026-04-23,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,3,69.00,207.00,204.69,203.46,0.00,0.92,0.81,0.58,0.00,1.23,0.00,0.00,0.00,0.00,,,,陕西省,西安,锦江区,西安市锦江区建设路209号,用户769,19305219285,,,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,申通快递,YT93321001988,运输中,
2705000469,已退款,2026-04-21 22:08:55,2026-04-22 00:07:37,2026-04-25,2026-04-21 15:56:44,2026-04-23,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,94.59,94.02,0.00,9.77,8.54,6.10,0.00,0.57,0.00,0.00,0.00,29.93,收到商品破损,退货退款,退款成功,河南省,郑州,天河区,郑州市天河区长安街99号,用户651,15619246417,到货前短信通知,,H5,否,否,否,,微信支付,否,,,否,否,否,否,是,否,申通快递,YT19911275257,运输中,
2705000384,待发货,2026-04-22 01:01:26,2026-04-23 04:29:26,2026-04-26,2026-04-22 10:44:36,2026-04-24,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,68.05,67.64,0.00,0.38,0.33,0.24,0.00,0.41,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,浦东新区,沈阳市浦东新区中山路255号,用户579,19832764980,到货前短信通知,,APP-iOS,否,否,否,,微信支付,否,,,是,否,否,否,否,否,邮政快递,YT55047455020,派送中,
